year,state,state_po,county,candidate,party,candidatevotes,totalvotes
2000,South Carolina,SC,Abbeville,Ralph Nader,green,66.0,8374
2000,South Carolina,SC,Aiken,Al Gore,democrat,16409.0,50782
2000,South Carolina,SC,Aiken,George W. Bush,republican,33203.0,50782
2000,South Carolina,SC,Aiken,Ralph Nader,green,676.0,50782
2000,South Carolina,SC,Allendale,Al Gore,democrat,2338.0,3340
2000,South Carolina,SC,Allendale,George W. Bush,republican,967.0,3340
2000,South Carolina,SC,Allendale,Ralph Nader,green,17.0,3340
2000,South Carolina,SC,Anderson,Al Gore,democrat,19606.0,56681
2000,South Carolina,SC,Anderson,George W. Bush,republican,35827.0,56681
2000,South Carolina,SC,Anderson,Ralph Nader,green,777.0,56681
2000,South Carolina,SC,Bamberg,Al Gore,democrat,3451.0,5551
2000,South Carolina,SC,Bamberg,George W. Bush,republican,2047.0,5551
2000,South Carolina,SC,Bamberg,Ralph Nader,green,19.0,5551
2000,South Carolina,SC,Barnwell,Al Gore,democrat,3661.0,8276
2000,South Carolina,SC,Barnwell,George W. Bush,republican,4521.0,8276
2000,South Carolina,SC,Barnwell,Ralph Nader,green,43.0,8276
2000,South Carolina,SC,Beaufort,Al Gore,democrat,17487.0,44148
2000,South Carolina,SC,Beaufort,George W. Bush,republican,25561.0,44148
2000,South Carolina,SC,Beaufort,Ralph Nader,green,846.0,44148
2000,South Carolina,SC,Berkeley,Al Gore,democrat,17707.0,43316
2000,South Carolina,SC,Berkeley,George W. Bush,republican,24796.0,43316
2000,South Carolina,SC,Berkeley,Ralph Nader,green,464.0,43316
2000,South Carolina,SC,Calhoun,Al Gore,democrat,3063.0,6373
2000,South Carolina,SC,Calhoun,George W. Bush,republican,3216.0,6373
2000,South Carolina,SC,Calhoun,Ralph Nader,green,60.0,6373
2000,South Carolina,SC,Charleston,Al Gore,democrat,49520.0,111476
2000,South Carolina,SC,Charleston,George W. Bush,republican,58229.0,111476
2000,South Carolina,SC,Charleston,Ralph Nader,green,2631.0,111476
2000,South Carolina,SC,Cherokee,Al Gore,democrat,6138.0,16323
2000,South Carolina,SC,Cherokee,George W. Bush,republican,9900.0,16323
2000,South Carolina,SC,Cherokee,Ralph Nader,green,144.0,16323
2000,South Carolina,SC,Chester,Al Gore,democrat,5242.0,10432
2000,South Carolina,SC,Chester,George W. Bush,republican,4986.0,10432
2000,South Carolina,SC,Chester,Ralph Nader,green,98.0,10432
2000,South Carolina,SC,Chesterfield,Al Gore,democrat,6111.0,12526
2000,South Carolina,SC,Chesterfield,George W. Bush,republican,6266.0,12526
2000,South Carolina,SC,Chesterfield,Ralph Nader,green,105.0,12526
2000,South Carolina,SC,Clarendon,Al Gore,democrat,5999.0,11290
2000,South Carolina,SC,Clarendon,George W. Bush,republican,5186.0,11290
2000,South Carolina,SC,Clarendon,Ralph Nader,green,64.0,11290
2000,South Carolina,SC,Colleton,Al Gore,democrat,6449.0,13390
2000,South Carolina,SC,Colleton,George W. Bush,republican,6767.0,13390
2000,South Carolina,SC,Colleton,Ralph Nader,green,104.0,13390
2000,South Carolina,SC,Darlington,Al Gore,democrat,10253.0,21863
2000,South Carolina,SC,Darlington,George W. Bush,republican,11290.0,21863
2000,South Carolina,SC,Darlington,Ralph Nader,green,166.0,21863
2000,South Carolina,SC,Dillon,Al Gore,democrat,4930.0,8990
2000,South Carolina,SC,Dillon,George W. Bush,republican,3975.0,8990
2000,South Carolina,SC,Dillon,Ralph Nader,green,46.0,8990
2000,South Carolina,SC,Dorchester,Al Gore,democrat,12168.0,33641
2000,South Carolina,SC,Dorchester,George W. Bush,republican,20734.0,33641
2000,South Carolina,SC,Dorchester,Ralph Nader,green,476.0,33641
2000,South Carolina,SC,Edgefield,Al Gore,democrat,3950.0,8834
2000,South Carolina,SC,Edgefield,George W. Bush,republican,4760.0,8834
2000,South Carolina,SC,Edgefield,Ralph Nader,green,65.0,8834
2000,South Carolina,SC,Fairfield,Al Gore,democrat,5263.0,8398
2000,South Carolina,SC,Fairfield,George W. Bush,republican,3011.0,8398
2000,South Carolina,SC,Fairfield,Ralph Nader,green,70.0,8398
2000,South Carolina,SC,Florence,Al Gore,democrat,17157.0,41437
2000,South Carolina,SC,Florence,George W. Bush,republican,23678.0,41437
2000,South Carolina,SC,Florence,Ralph Nader,green,394.0,41437
2000,South Carolina,SC,Georgetown,Al Gore,democrat,9445.0,20351
2000,South Carolina,SC,Georgetown,George W. Bush,republican,10535.0,20351
2000,South Carolina,SC,Georgetown,Ralph Nader,green,270.0,20351
2000,South Carolina,SC,Greenville,Al Gore,democrat,43810.0,140293
2000,South Carolina,SC,Greenville,George W. Bush,republican,92714.0,140293
2000,South Carolina,SC,Greenville,Ralph Nader,green,2388.0,140293
2000,South Carolina,SC,Greenwood,Al Gore,democrat,8139.0,20860
2000,South Carolina,SC,Greenwood,George W. Bush,republican,12193.0,20860
2000,South Carolina,SC,Greenwood,Ralph Nader,green,263.0,20860
2000,South Carolina,SC,Hampton,Al Gore,democrat,4896.0,7759
2000,South Carolina,SC,Hampton,George W. Bush,republican,2798.0,7759
2000,South Carolina,SC,Hampton,Ralph Nader,green,39.0,7759
2000,South Carolina,SC,Horry,Al Gore,democrat,29113.0,71265
2000,South Carolina,SC,Horry,George W. Bush,republican,40300.0,71265
2000,South Carolina,SC,Horry,Ralph Nader,green,1405.0,71265
2000,South Carolina,SC,Jasper,Al Gore,democrat,3646.0,6469
2000,South Carolina,SC,Jasper,George W. Bush,republican,2414.0,6469
2000,South Carolina,SC,Jasper,Ralph Nader,green,134.0,6469
2000,South Carolina,SC,Kershaw,Al Gore,democrat,7428.0,19677
2000,South Carolina,SC,Kershaw,George W. Bush,republican,11911.0,19677
2000,South Carolina,SC,Kershaw,Ralph Nader,green,211.0,19677
2000,South Carolina,SC,Lancaster,Al Gore,democrat,8782.0,20705
2000,South Carolina,SC,Lancaster,George W. Bush,republican,11676.0,20705
2000,South Carolina,SC,Lancaster,Ralph Nader,green,161.0,20705
2000,South Carolina,SC,Laurens,Al Gore,democrat,7920.0,20410
2000,South Carolina,SC,Laurens,George W. Bush,republican,12102.0,20410
2000,South Carolina,SC,Laurens,Ralph Nader,green,213.0,20410
2000,South Carolina,SC,Lee,Al Gore,democrat,3899.0,6642
2000,South Carolina,SC,Lee,George W. Bush,republican,2675.0,6642
2000,South Carolina,SC,Lee,Ralph Nader,green,32.0,6642
2000,South Carolina,SC,Lexington,Al Gore,democrat,22830.0,83081
2000,South Carolina,SC,Lexington,George W. Bush,republican,58095.0,83081
2000,South Carolina,SC,Lexington,Ralph Nader,green,1444.0,83081
2000,South Carolina,SC,McCormick,Al Gore,democrat,1896.0,3661
2000,South Carolina,SC,McCormick,George W. Bush,republican,1704.0,3661
2000,South Carolina,SC,McCormick,Ralph Nader,green,38.0,3661
2000,South Carolina,SC,Marion,Al Gore,democrat,7358.0,12149
2000,South Carolina,SC,Marion,George W. Bush,republican,4687.0,12149
2000,South Carolina,SC,Marion,Ralph Nader,green,53.0,12149
2000,South Carolina,SC,Marlboro,Al Gore,democrat,5060.0,7883
2000,South Carolina,SC,Marlboro,George W. Bush,republican,2699.0,7883
2000,South Carolina,SC,Marlboro,Ralph Nader,green,52.0,7883
2000,South Carolina,SC,Newberry,Al Gore,democrat,4428.0,12372
2000,South Carolina,SC,Newberry,George W. Bush,republican,7492.0,12372
2000,South Carolina,SC,Newberry,Ralph Nader,green,210.0,12372
2000,South Carolina,SC,Oconee,Al Gore,democrat,7571.0,23575
2000,South Carolina,SC,Oconee,George W. Bush,republican,15364.0,23575
2000,South Carolina,SC,Oconee,Ralph Nader,green,451.0,23575
2000,South Carolina,SC,Orangeburg,Al Gore,democrat,19802.0,32734
2000,South Carolina,SC,Orangeburg,George W. Bush,republican,12657.0,32734
2000,South Carolina,SC,Orangeburg,Ralph Nader,green,170.0,32734
2000,South Carolina,SC,Pickens,Al Gore,democrat,8927.0,34582
2000,South Carolina,SC,Pickens,George W. Bush,republican,24681.0,34582
2000,South Carolina,SC,Pickens,Ralph Nader,green,606.0,34582
2000,South Carolina,SC,Richland,Al Gore,democrat,63179.0,116481
2000,South Carolina,SC,Richland,George W. Bush,republican,50164.0,116481
2000,South Carolina,SC,Richland,Ralph Nader,green,2356.0,116481
2000,South Carolina,SC,Saluda,Al Gore,democrat,2682.0,6891
2000,South Carolina,SC,Saluda,George W. Bush,republican,4098.0,6891
2000,South Carolina,SC,Saluda,Ralph Nader,green,56.0,6891
2000,South Carolina,SC,Spartanburg,Al Gore,democrat,29559.0,83553
2000,South Carolina,SC,Spartanburg,George W. Bush,republican,52114.0,83553
2000,South Carolina,SC,Spartanburg,Ralph Nader,green,1150.0,83553
2000,South Carolina,SC,Sumter,Al Gore,democrat,14365.0,30672
2000,South Carolina,SC,Sumter,George W. Bush,republican,15915.0,30672
2000,South Carolina,SC,Sumter,Ralph Nader,green,270.0,30672
2000,South Carolina,SC,Union,Al Gore,democrat,4662.0,10589
2000,South Carolina,SC,Union,George W. Bush,republican,5768.0,10589
2000,South Carolina,SC,Union,Ralph Nader,green,90.0,10589
2000,South Carolina,SC,Williamsburg,Al Gore,democrat,6723.0,11331
2000,South Carolina,SC,Williamsburg,George W. Bush,republican,4524.0,11331
2000,South Carolina,SC,Williamsburg,Ralph Nader,green,46.0,11331
2000,South Carolina,SC,York,Al Gore,democrat,19251.0,54351
2000,South Carolina,SC,York,George W. Bush,republican,33776.0,54351
2000,South Carolina,SC,York,Ralph Nader,green,840.0,54351
2000,South Dakota,SD,Aurora,Al Gore,democrat,513.0,1413
2000,South Dakota,SD,Aurora,George W. Bush,republican,847.0,1413
2000,South Dakota,SD,Beadle,Al Gore,democrat,3216.0,7739
2000,South Dakota,SD,Beadle,George W. Bush,republican,4347.0,7739
2000,South Dakota,SD,Bennett,Al Gore,democrat,377.0,1116
2000,South Dakota,SD,Bennett,George W. Bush,republican,712.0,1116
2000,South Dakota,SD,Bon Homme,Al Gore,democrat,1162.0,3139
2000,South Dakota,SD,Bon Homme,George W. Bush,republican,1901.0,3139
2000,South Dakota,SD,Brookings,Al Gore,democrat,4546.0,10984
2000,South Dakota,SD,Brookings,George W. Bush,republican,6212.0,10984
2000,South Dakota,SD,Brown,Al Gore,democrat,7173.0,16556
2000,South Dakota,SD,Brown,George W. Bush,republican,9060.0,16556
2000,South Dakota,SD,Brule,Al Gore,democrat,818.0,2167
2000,South Dakota,SD,Brule,George W. Bush,republican,1268.0,2167
2000,South Dakota,SD,Buffalo,Al Gore,democrat,256.0,408
2000,South Dakota,SD,Buffalo,George W. Bush,republican,140.0,408
2000,South Dakota,SD,Butte,Al Gore,democrat,840.0,3689
2000,South Dakota,SD,Butte,George W. Bush,republican,2760.0,3689
2000,South Dakota,SD,Campbell,Al Gore,democrat,147.0,917
2000,South Dakota,SD,Campbell,George W. Bush,republican,739.0,917
2000,South Dakota,SD,Charles Mix,Al Gore,democrat,1300.0,3579
2000,South Dakota,SD,Charles Mix,George W. Bush,republican,2205.0,3579
2000,South Dakota,SD,Clark,Al Gore,democrat,791.0,2108
2000,South Dakota,SD,Clark,George W. Bush,republican,1272.0,2108
2000,South Dakota,SD,Clay,Al Gore,democrat,2638.0,5105
2000,South Dakota,SD,Clay,George W. Bush,republican,2363.0,5105
2000,South Dakota,SD,Codington,Al Gore,democrat,4192.0,11138
2000,South Dakota,SD,Codington,George W. Bush,republican,6718.0,11138
2000,South Dakota,SD,Corson,Al Gore,democrat,549.0,1243
2000,South Dakota,SD,Corson,George W. Bush,republican,629.0,1243
2000,South Dakota,SD,Custer,Al Gore,democrat,955.0,3573
2000,South Dakota,SD,Custer,George W. Bush,republican,2495.0,3573
2000,South Dakota,SD,Davison,Al Gore,democrat,2936.0,7528
2000,South Dakota,SD,Davison,George W. Bush,republican,4445.0,7528
2000,South Dakota,SD,Day,Al Gore,democrat,1492.0,3197
2000,South Dakota,SD,Day,George W. Bush,republican,1623.0,3197
2000,South Dakota,SD,Deuel,Al Gore,democrat,926.0,2224
2000,South Dakota,SD,Deuel,George W. Bush,republican,1245.0,2224
2000,South Dakota,SD,Dewey,Al Gore,democrat,880.0,1681
2000,South Dakota,SD,Dewey,George W. Bush,republican,761.0,1681
2000,South Dakota,SD,Douglas,Al Gore,democrat,363.0,1709
2000,South Dakota,SD,Douglas,George W. Bush,republican,1311.0,1709
2000,South Dakota,SD,Edmunds,Al Gore,democrat,676.0,1986
2000,South Dakota,SD,Edmunds,George W. Bush,republican,1257.0,1986
2000,South Dakota,SD,Fall River,Al Gore,democrat,1133.0,3429
2000,South Dakota,SD,Fall River,George W. Bush,republican,2185.0,3429
2000,South Dakota,SD,Faulk,Al Gore,democrat,388.0,1329
2000,South Dakota,SD,Faulk,George W. Bush,republican,904.0,1329
2000,South Dakota,SD,Grant,Al Gore,democrat,1475.0,3830
2000,South Dakota,SD,Grant,George W. Bush,republican,2235.0,3830
2000,South Dakota,SD,Gregory,Al Gore,democrat,718.0,2257
2000,South Dakota,SD,Gregory,George W. Bush,republican,1487.0,2257
2000,South Dakota,SD,Haakon,Al Gore,democrat,164.0,1129
2000,South Dakota,SD,Haakon,George W. Bush,republican,938.0,1129
2000,South Dakota,SD,Hamlin,Al Gore,democrat,923.0,2723
2000,South Dakota,SD,Hamlin,George W. Bush,republican,1731.0,2723
2000,South Dakota,SD,Hand,Al Gore,democrat,565.0,2031
2000,South Dakota,SD,Hand,George W. Bush,republican,1419.0,2031
2000,South Dakota,SD,Hanson,Al Gore,democrat,457.0,1421
2000,South Dakota,SD,Hanson,George W. Bush,republican,944.0,1421
2000,South Dakota,SD,Harding,Al Gore,democrat,64.0,731
2000,South Dakota,SD,Harding,George W. Bush,republican,650.0,731
2000,South Dakota,SD,Hughes,Al Gore,democrat,2212.0,7534
2000,South Dakota,SD,Hughes,George W. Bush,republican,5188.0,7534
2000,South Dakota,SD,Hutchinson,Al Gore,democrat,1052.0,3625
2000,South Dakota,SD,Hutchinson,George W. Bush,republican,2497.0,3625
2000,South Dakota,SD,Hyde,Al Gore,democrat,218.0,835
2000,South Dakota,SD,Hyde,George W. Bush,republican,592.0,835
2000,South Dakota,SD,Jackson,Al Gore,democrat,319.0,1040
2000,South Dakota,SD,Jackson,George W. Bush,republican,687.0,1040
2000,South Dakota,SD,Jerauld,Al Gore,democrat,468.0,1122
2000,South Dakota,SD,Jerauld,George W. Bush,republican,624.0,1122
2000,South Dakota,SD,Jones,Al Gore,democrat,137.0,664
2000,South Dakota,SD,Jones,George W. Bush,republican,509.0,664
2000,South Dakota,SD,Kingsbury,Al Gore,democrat,1049.0,2727
2000,South Dakota,SD,Kingsbury,George W. Bush,republican,1612.0,2727
2000,South Dakota,SD,Lake,Al Gore,democrat,2331.0,5154
2000,South Dakota,SD,Lake,George W. Bush,republican,2724.0,5154
2000,South Dakota,SD,Lawrence,Al Gore,democrat,2797.0,9406
2000,South Dakota,SD,Lawrence,George W. Bush,republican,6327.0,9406
2000,South Dakota,SD,Lincoln,Al Gore,democrat,3844.0,10556
2000,South Dakota,SD,Lincoln,George W. Bush,republican,6546.0,10556
2000,South Dakota,SD,Lyman,Al Gore,democrat,482.0,1386
2000,South Dakota,SD,Lyman,George W. Bush,republican,875.0,1386
2000,South Dakota,SD,McCook,Al Gore,democrat,965.0,2631
2000,South Dakota,SD,McCook,George W. Bush,republican,1610.0,2631
2000,South Dakota,SD,McPherson,Al Gore,democrat,295.0,1417
2000,South Dakota,SD,McPherson,George W. Bush,republican,1073.0,1417
2000,South Dakota,SD,Marshall,Al Gore,democrat,939.0,2079
2000,South Dakota,SD,Marshall,George W. Bush,republican,1097.0,2079
2000,South Dakota,SD,Meade,Al Gore,democrat,2267.0,9366
2000,South Dakota,SD,Meade,George W. Bush,republican,6870.0,9366
2000,South Dakota,SD,Mellette,Al Gore,democrat,222.0,733
2000,South Dakota,SD,Mellette,George W. Bush,republican,495.0,733
2000,South Dakota,SD,Miner,Al Gore,democrat,523.0,1266
2000,South Dakota,SD,Miner,George W. Bush,republican,724.0,1266
2000,South Dakota,SD,Minnehaha,Al Gore,democrat,27042.0,61369
2000,South Dakota,SD,Minnehaha,George W. Bush,republican,33428.0,61369
2000,South Dakota,SD,Moody,Al Gore,democrat,1318.0,2735
2000,South Dakota,SD,Moody,George W. Bush,republican,1361.0,2735
2000,South Dakota,SD,Pennington,Al Gore,democrat,11123.0,36557
2000,South Dakota,SD,Pennington,George W. Bush,republican,24696.0,36557
2000,South Dakota,SD,Perkins,Al Gore,democrat,297.0,1614
2000,South Dakota,SD,Perkins,George W. Bush,republican,1237.0,1614
2000,South Dakota,SD,Potter,Al Gore,democrat,356.0,1494
2000,South Dakota,SD,Potter,George W. Bush,republican,1112.0,1494
2000,South Dakota,SD,Roberts,Al Gore,democrat,1700.0,4074
2000,South Dakota,SD,Roberts,George W. Bush,republican,2237.0,4074
2000,South Dakota,SD,Sanborn,Al Gore,democrat,468.0,1268
2000,South Dakota,SD,Sanborn,George W. Bush,republican,767.0,1268
2000,South Dakota,SD,Oglala Lakota,Al Gore,democrat,1667.0,1953
2000,South Dakota,SD,Oglala Lakota,George W. Bush,republican,252.0,1953
2000,South Dakota,SD,Spink,Al Gore,democrat,1274.0,3284
2000,South Dakota,SD,Spink,George W. Bush,republican,1957.0,3284
2000,South Dakota,SD,Stanley,Al Gore,democrat,402.0,1381
2000,South Dakota,SD,Stanley,George W. Bush,republican,955.0,1381
2000,South Dakota,SD,Sully,Al Gore,democrat,209.0,871
2000,South Dakota,SD,Sully,George W. Bush,republican,633.0,871
2000,South Dakota,SD,Todd,Al Gore,democrat,993.0,1494
2000,South Dakota,SD,Todd,George W. Bush,republican,478.0,1494
2000,South Dakota,SD,Tripp,Al Gore,democrat,799.0,2765
2000,South Dakota,SD,Tripp,George W. Bush,republican,1909.0,2765
2000,South Dakota,SD,Turner,Al Gore,democrat,1414.0,4004
2000,South Dakota,SD,Turner,George W. Bush,republican,2514.0,4004
2000,South Dakota,SD,Union,Al Gore,democrat,2358.0,5772
2000,South Dakota,SD,Union,George W. Bush,republican,3265.0,5772
2000,South Dakota,SD,Walworth,Al Gore,democrat,721.0,2553
2000,South Dakota,SD,Walworth,George W. Bush,republican,1758.0,2553
2000,South Dakota,SD,Yankton,Al Gore,democrat,3596.0,8740
2000,South Dakota,SD,Yankton,George W. Bush,republican,4904.0,8740
2000,South Dakota,SD,Ziebach,Al Gore,democrat,314.0,721
2000,South Dakota,SD,Ziebach,George W. Bush,republican,384.0,721
2000,Tennessee,TN,Anderson,Al Gore,democrat,13556.0,28779
2000,Tennessee,TN,Anderson,George W. Bush,republican,14688.0,28779
2000,Tennessee,TN,Anderson,Ralph Nader,green,316.0,28779
2000,Tennessee,TN,Bedford,Al Gore,democrat,6136.0,12207
2000,Tennessee,TN,Bedford,George W. Bush,republican,5911.0,12207
2000,Tennessee,TN,Bedford,Ralph Nader,green,80.0,12207
2000,Tennessee,TN,Benton,Al Gore,democrat,3700.0,6311
2000,Tennessee,TN,Benton,George W. Bush,republican,2484.0,6311
2000,Tennessee,TN,Benton,Ralph Nader,green,62.0,6311
2000,Tennessee,TN,Bledsoe,Al Gore,democrat,1756.0,4196
2000,Tennessee,TN,Bledsoe,George W. Bush,republican,2380.0,4196
2000,Tennessee,TN,Bledsoe,Ralph Nader,green,35.0,4196
2000,Tennessee,TN,Blount,Al Gore,democrat,14688.0,40662
2000,Tennessee,TN,Blount,George W. Bush,republican,25273.0,40662
2000,Tennessee,TN,Blount,Ralph Nader,green,379.0,40662
2000,Tennessee,TN,Bradley,Al Gore,democrat,8768.0,29443
2000,Tennessee,TN,Bradley,George W. Bush,republican,20167.0,29443
2000,Tennessee,TN,Bradley,Ralph Nader,green,271.0,29443
2000,Tennessee,TN,Campbell,Al Gore,democrat,6492.0,12421
2000,Tennessee,TN,Campbell,George W. Bush,republican,5784.0,12421
2000,Tennessee,TN,Campbell,Ralph Nader,green,74.0,12421
2000,Tennessee,TN,Cannon,Al Gore,democrat,2697.0,4697
2000,Tennessee,TN,Cannon,George W. Bush,republican,1924.0,4697
2000,Tennessee,TN,Cannon,Ralph Nader,green,45.0,4697
2000,Tennessee,TN,Carroll,Al Gore,democrat,5239.0,10827
2000,Tennessee,TN,Carroll,George W. Bush,republican,5465.0,10827
2000,Tennessee,TN,Carroll,Ralph Nader,green,65.0,10827
2000,Tennessee,TN,Carter,Al Gore,democrat,6724.0,19102
2000,Tennessee,TN,Carter,George W. Bush,republican,12111.0,19102
2000,Tennessee,TN,Carter,Ralph Nader,green,157.0,19102
2000,Tennessee,TN,Cheatham,Al Gore,democrat,6062.0,12616
2000,Tennessee,TN,Cheatham,George W. Bush,republican,6356.0,12616
2000,Tennessee,TN,Cheatham,Ralph Nader,green,139.0,12616
2000,Tennessee,TN,Chester,Al Gore,democrat,2192.0,5728
2000,Tennessee,TN,Chester,George W. Bush,republican,3487.0,5728
2000,Tennessee,TN,Chester,Ralph Nader,green,25.0,5728
2000,Tennessee,TN,Claiborne,Al Gore,democrat,3841.0,9000
2000,Tennessee,TN,Claiborne,George W. Bush,republican,5023.0,9000
2000,Tennessee,TN,Claiborne,Ralph Nader,green,60.0,9000
2000,Tennessee,TN,Clay,Al Gore,democrat,1931.0,3442
2000,Tennessee,TN,Clay,George W. Bush,republican,1468.0,3442
2000,Tennessee,TN,Clay,Ralph Nader,green,19.0,3442
2000,Tennessee,TN,Cocke,Al Gore,democrat,3872.0,10239
2000,Tennessee,TN,Cocke,George W. Bush,republican,6185.0,10239
2000,Tennessee,TN,Cocke,Ralph Nader,green,93.0,10239
2000,Tennessee,TN,Coffee,Al Gore,democrat,8741.0,17788
2000,Tennessee,TN,Coffee,George W. Bush,republican,8788.0,17788
2000,Tennessee,TN,Coffee,Ralph Nader,green,151.0,17788
2000,Tennessee,TN,Crockett,Al Gore,democrat,2705.0,5440
2000,Tennessee,TN,Crockett,George W. Bush,republican,2676.0,5440
2000,Tennessee,TN,Crockett,Ralph Nader,green,42.0,5440
2000,Tennessee,TN,Cumberland,Al Gore,democrat,7644.0,19017
2000,Tennessee,TN,Cumberland,George W. Bush,republican,10994.0,19017
2000,Tennessee,TN,Cumberland,Ralph Nader,green,223.0,19017
2000,Tennessee,TN,Davidson,Al Gore,democrat,120508.0,208588
2000,Tennessee,TN,Davidson,George W. Bush,republican,84117.0,208588
2000,Tennessee,TN,Davidson,Ralph Nader,green,2920.0,208588
2000,Tennessee,TN,Decatur,Al Gore,democrat,2278.0,4370
2000,Tennessee,TN,Decatur,George W. Bush,republican,2046.0,4370
2000,Tennessee,TN,Decatur,Ralph Nader,green,22.0,4370
2000,Tennessee,TN,DeKalb,Al Gore,democrat,3765.0,6265
2000,Tennessee,TN,DeKalb,George W. Bush,republican,2411.0,6265
2000,Tennessee,TN,DeKalb,Ralph Nader,green,63.0,6265
2000,Tennessee,TN,Dickson,Al Gore,democrat,8332.0,15556
2000,Tennessee,TN,Dickson,George W. Bush,republican,7016.0,15556
2000,Tennessee,TN,Dickson,Ralph Nader,green,120.0,15556
2000,Tennessee,TN,Dyer,Al Gore,democrat,5425.0,11841
2000,Tennessee,TN,Dyer,George W. Bush,republican,6282.0,11841
2000,Tennessee,TN,Dyer,Ralph Nader,green,88.0,11841
2000,Tennessee,TN,Fayette,Al Gore,democrat,5037.0,11529
2000,Tennessee,TN,Fayette,George W. Bush,republican,6402.0,11529
2000,Tennessee,TN,Fayette,Ralph Nader,green,44.0,11529
2000,Tennessee,TN,Fentress,Al Gore,democrat,2529.0,6029
2000,Tennessee,TN,Fentress,George W. Bush,republican,3417.0,6029
2000,Tennessee,TN,Fentress,Ralph Nader,green,28.0,6029
2000,Tennessee,TN,Franklin,Al Gore,democrat,7828.0,14691
2000,Tennessee,TN,Franklin,George W. Bush,republican,6560.0,14691
2000,Tennessee,TN,Franklin,Ralph Nader,green,190.0,14691
2000,Tennessee,TN,Gibson,Al Gore,democrat,8663.0,17137
2000,Tennessee,TN,Gibson,George W. Bush,republican,8286.0,17137
2000,Tennessee,TN,Gibson,Ralph Nader,green,101.0,17137
2000,Tennessee,TN,Giles,Al Gore,democrat,5527.0,10066
2000,Tennessee,TN,Giles,George W. Bush,republican,4377.0,10066
2000,Tennessee,TN,Giles,Ralph Nader,green,79.0,10066
2000,Tennessee,TN,Grainger,Al Gore,democrat,2361.0,6194
2000,Tennessee,TN,Grainger,George W. Bush,republican,3746.0,6194
2000,Tennessee,TN,Grainger,Ralph Nader,green,46.0,6194
2000,Tennessee,TN,Greene,Al Gore,democrat,7909.0,20816
2000,Tennessee,TN,Greene,George W. Bush,republican,12540.0,20816
2000,Tennessee,TN,Greene,Ralph Nader,green,185.0,20816
2000,Tennessee,TN,Grundy,Al Gore,democrat,2970.0,4596
2000,Tennessee,TN,Grundy,George W. Bush,republican,1553.0,4596
2000,Tennessee,TN,Grundy,Ralph Nader,green,37.0,4596
2000,Tennessee,TN,Hamblen,Al Gore,democrat,7564.0,19699
2000,Tennessee,TN,Hamblen,George W. Bush,republican,11824.0,19699
2000,Tennessee,TN,Hamblen,Ralph Nader,green,181.0,19699
2000,Tennessee,TN,Hamilton,Al Gore,democrat,51708.0,120379
2000,Tennessee,TN,Hamilton,George W. Bush,republican,66605.0,120379
2000,Tennessee,TN,Hamilton,Ralph Nader,green,1290.0,120379
2000,Tennessee,TN,Hancock,Al Gore,democrat,690.0,2075
2000,Tennessee,TN,Hancock,George W. Bush,republican,1343.0,2075
2000,Tennessee,TN,Hancock,Ralph Nader,green,17.0,2075
2000,Tennessee,TN,Hardeman,Al Gore,democrat,4953.0,8803
2000,Tennessee,TN,Hardeman,George W. Bush,republican,3729.0,8803
2000,Tennessee,TN,Hardeman,Ralph Nader,green,38.0,8803
2000,Tennessee,TN,Hardin,Al Gore,democrat,3735.0,8782
2000,Tennessee,TN,Hardin,George W. Bush,republican,4951.0,8782
2000,Tennessee,TN,Hardin,Ralph Nader,green,49.0,8782
2000,Tennessee,TN,Hawkins,Al Gore,democrat,6753.0,17098
2000,Tennessee,TN,Hawkins,George W. Bush,republican,10071.0,17098
2000,Tennessee,TN,Hawkins,Ralph Nader,green,147.0,17098
2000,Tennessee,TN,Haywood,Al Gore,democrat,3887.0,6478
2000,Tennessee,TN,Haywood,George W. Bush,republican,2554.0,6478
2000,Tennessee,TN,Haywood,Ralph Nader,green,20.0,6478
2000,Tennessee,TN,Henderson,Al Gore,democrat,3166.0,8399
2000,Tennessee,TN,Henderson,George W. Bush,republican,5153.0,8399
2000,Tennessee,TN,Henderson,Ralph Nader,green,46.0,8399
2000,Tennessee,TN,Henry,Al Gore,democrat,6093.0,12309
2000,Tennessee,TN,Henry,George W. Bush,republican,5944.0,12309
2000,Tennessee,TN,Henry,Ralph Nader,green,125.0,12309
2000,Tennessee,TN,Hickman,Al Gore,democrat,4239.0,7264
2000,Tennessee,TN,Hickman,George W. Bush,republican,2914.0,7264
2000,Tennessee,TN,Hickman,Ralph Nader,green,58.0,7264
2000,Tennessee,TN,Houston,Al Gore,democrat,2081.0,3127
2000,Tennessee,TN,Houston,George W. Bush,republican,993.0,3127
2000,Tennessee,TN,Houston,Ralph Nader,green,16.0,3127
2000,Tennessee,TN,Humphreys,Al Gore,democrat,4205.0,6681
2000,Tennessee,TN,Humphreys,George W. Bush,republican,2387.0,6681
2000,Tennessee,TN,Humphreys,Ralph Nader,green,65.0,6681
2000,Tennessee,TN,Jackson,Al Gore,democrat,3304.0,4754
2000,Tennessee,TN,Jackson,George W. Bush,republican,1384.0,4754
2000,Tennessee,TN,Jackson,Ralph Nader,green,36.0,4754
2000,Tennessee,TN,Jefferson,Al Gore,democrat,5226.0,14087
2000,Tennessee,TN,Jefferson,George W. Bush,republican,8657.0,14087
