year,state,state_code,county,candidate,party,candidate_votes,total_votes
2004,Alabama,AL,Morgan,George W. Bush,republican,32477.0,47007
2004,Alabama,AL,Perry,John Kerry,democrat,3767.0,5523
2004,Alabama,AL,Perry,George W. Bush,republican,1738.0,5523
2004,Alabama,AL,Pickens,John Kerry,democrat,3915.0,9132
2004,Alabama,AL,Pickens,George W. Bush,republican,5170.0,9132
2004,Alabama,AL,Pike,John Kerry,democrat,4334.0,11883
2004,Alabama,AL,Pike,George W. Bush,republican,7483.0,11883
2004,Alabama,AL,Randolph,John Kerry,democrat,2817.0,9001
2004,Alabama,AL,Randolph,George W. Bush,republican,6127.0,9001
2004,Alabama,AL,Russell,John Kerry,democrat,8375.0,16809
2004,Alabama,AL,Russell,George W. Bush,republican,8337.0,16809
2004,Alabama,AL,St. Clair,John Kerry,democrat,5456.0,29161
2004,Alabama,AL,St. Clair,George W. Bush,republican,23500.0,29161
2004,Alabama,AL,Shelby,John Kerry,democrat,14850.0,78906
2004,Alabama,AL,Shelby,George W. Bush,republican,63435.0,78906
2004,Alabama,AL,Sumter,John Kerry,democrat,4527.0,6433
2004,Alabama,AL,Sumter,George W. Bush,republican,1880.0,6433
2004,Alabama,AL,Talladega,John Kerry,democrat,11374.0,29898
2004,Alabama,AL,Talladega,George W. Bush,republican,18331.0,29898
2004,Alabama,AL,Tallapoosa,John Kerry,democrat,5451.0,17952
2004,Alabama,AL,Tallapoosa,George W. Bush,republican,12392.0,17952
2004,Alabama,AL,Tuscaloosa,John Kerry,democrat,26447.0,69830
2004,Alabama,AL,Tuscaloosa,George W. Bush,republican,42877.0,69830
2004,Alabama,AL,Walker,John Kerry,democrat,9016.0,28367
2004,Alabama,AL,Walker,George W. Bush,republican,19167.0,28367
2004,Alabama,AL,Washington,John Kerry,democrat,3145.0,8247
2004,Alabama,AL,Washington,George W. Bush,republican,5060.0,8247
2004,Alabama,AL,Wilcox,John Kerry,democrat,3838.0,5682
2004,Alabama,AL,Wilcox,George W. Bush,republican,1834.0,5682
2004,Alabama,AL,Winston,John Kerry,democrat,2236.0,10423
2004,Alabama,AL,Winston,George W. Bush,republican,8130.0,10423
2004,Arizona,AZ,Apache,John Kerry,democrat,15658.0,24198
2004,Arizona,AZ,Apache,George W. Bush,republican,8384.0,24198
2004,Arizona,AZ,Cochise,John Kerry,democrat,17514.0,44483
2004,Arizona,AZ,Cochise,George W. Bush,republican,26556.0,44483
2004,Arizona,AZ,Coconino,John Kerry,democrat,29243.0,52267
2004,Arizona,AZ,Coconino,George W. Bush,republican,22526.0,52267
2004,Arizona,AZ,Gila,John Kerry,democrat,8314.0,20843
2004,Arizona,AZ,Gila,George W. Bush,republican,12343.0,20843
2004,Arizona,AZ,Graham,John Kerry,democrat,3185.0,10720
2004,Arizona,AZ,Graham,George W. Bush,republican,7467.0,10720
2004,Arizona,AZ,Greenlee,John Kerry,democrat,1146.0,3067
2004,Arizona,AZ,Greenlee,George W. Bush,republican,1899.0,3067
2004,Arizona,AZ,La Paz,John Kerry,democrat,1849.0,5055
2004,Arizona,AZ,La Paz,George W. Bush,republican,3158.0,5055
2004,Arizona,AZ,Maricopa,John Kerry,democrat,504849.0,1192751
2004,Arizona,AZ,Maricopa,George W. Bush,republican,679455.0,1192751
2004,Arizona,AZ,Mohave,John Kerry,democrat,20503.0,57807
2004,Arizona,AZ,Mohave,George W. Bush,republican,36794.0,57807
2004,Arizona,AZ,Navajo,John Kerry,democrat,14815.0,32343
2004,Arizona,AZ,Navajo,George W. Bush,republican,17277.0,32343
2004,Arizona,AZ,Pima,John Kerry,democrat,193128.0,366907
2004,Arizona,AZ,Pima,George W. Bush,republican,171109.0,366907
2004,Arizona,AZ,Pinal,John Kerry,democrat,27252.0,64622
2004,Arizona,AZ,Pinal,George W. Bush,republican,37006.0,64622
2004,Arizona,AZ,Santa Cruz,John Kerry,democrat,6909.0,11668
2004,Arizona,AZ,Santa Cruz,George W. Bush,republican,4668.0,11668
2004,Arizona,AZ,Yavapai,John Kerry,democrat,33127.0,87389
2004,Arizona,AZ,Yavapai,George W. Bush,republican,53468.0,87389
2004,Arizona,AZ,Yuma,John Kerry,democrat,16032.0,38465
2004,Arizona,AZ,Yuma,George W. Bush,republican,22184.0,38465
2004,Arkansas,AR,Arkansas,John Kerry,democrat,3110.0,6946
2004,Arkansas,AR,Arkansas,George W. Bush,republican,3789.0,6946
2004,Arkansas,AR,Ashley,John Kerry,democrat,3881.0,8512
2004,Arkansas,AR,Ashley,George W. Bush,republican,4567.0,8512
2004,Arkansas,AR,Baxter,John Kerry,democrat,7129.0,18530
2004,Arkansas,AR,Baxter,George W. Bush,republican,11128.0,18530
2004,Arkansas,AR,Benton,John Kerry,democrat,20756.0,68121
2004,Arkansas,AR,Benton,George W. Bush,republican,46571.0,68121
2004,Arkansas,AR,Boone,John Kerry,democrat,4640.0,14777
2004,Arkansas,AR,Boone,George W. Bush,republican,9793.0,14777
2004,Arkansas,AR,Bradley,John Kerry,democrat,2206.0,4249
2004,Arkansas,AR,Bradley,George W. Bush,republican,2011.0,4249
2004,Arkansas,AR,Calhoun,John Kerry,democrat,942.0,2303
2004,Arkansas,AR,Calhoun,George W. Bush,republican,1341.0,2303
2004,Arkansas,AR,Carroll,John Kerry,democrat,4161.0,10481
2004,Arkansas,AR,Carroll,George W. Bush,republican,6184.0,10481
2004,Arkansas,AR,Chicot,John Kerry,democrat,2993.0,4757
2004,Arkansas,AR,Chicot,George W. Bush,republican,1725.0,4757
2004,Arkansas,AR,Clark,John Kerry,democrat,4985.0,9189
2004,Arkansas,AR,Clark,George W. Bush,republican,4127.0,9189
2004,Arkansas,AR,Clay,John Kerry,democrat,3264.0,6096
2004,Arkansas,AR,Clay,George W. Bush,republican,2759.0,6096
2004,Arkansas,AR,Cleburne,John Kerry,democrat,4702.0,11835
2004,Arkansas,AR,Cleburne,George W. Bush,republican,7001.0,11835
2004,Arkansas,AR,Cleveland,John Kerry,democrat,1450.0,3496
2004,Arkansas,AR,Cleveland,George W. Bush,republican,2009.0,3496
2004,Arkansas,AR,Columbia,John Kerry,democrat,4108.0,9909
2004,Arkansas,AR,Columbia,George W. Bush,republican,5729.0,9909
2004,Arkansas,AR,Conway,John Kerry,democrat,4259.0,8649
2004,Arkansas,AR,Conway,George W. Bush,republican,4293.0,8649
2004,Arkansas,AR,Craighead,John Kerry,democrat,13665.0,29801
2004,Arkansas,AR,Craighead,George W. Bush,republican,15818.0,29801
2004,Arkansas,AR,Crawford,John Kerry,democrat,6764.0,20401
2004,Arkansas,AR,Crawford,George W. Bush,republican,13391.0,20401
2004,Arkansas,AR,Crittenden,John Kerry,democrat,8277.0,15300
2004,Arkansas,AR,Crittenden,George W. Bush,republican,6930.0,15300
2004,Arkansas,AR,Cross,John Kerry,democrat,3135.0,7074
2004,Arkansas,AR,Cross,George W. Bush,republican,3864.0,7074
2004,Arkansas,AR,Dallas,John Kerry,democrat,1667.0,3383
2004,Arkansas,AR,Dallas,George W. Bush,republican,1699.0,3383
2004,Arkansas,AR,Desha,John Kerry,democrat,2851.0,4647
2004,Arkansas,AR,Desha,George W. Bush,republican,1729.0,4647
2004,Arkansas,AR,Drew,John Kerry,democrat,2952.0,6249
2004,Arkansas,AR,Drew,George W. Bush,republican,3262.0,6249
2004,Arkansas,AR,Faulkner,John Kerry,democrat,14538.0,36686
2004,Arkansas,AR,Faulkner,George W. Bush,republican,21514.0,36686
2004,Arkansas,AR,Franklin,John Kerry,democrat,3008.0,7289
2004,Arkansas,AR,Franklin,George W. Bush,republican,4181.0,7289
2004,Arkansas,AR,Fulton,John Kerry,democrat,2370.0,4955
2004,Arkansas,AR,Fulton,George W. Bush,republican,2522.0,4955
2004,Arkansas,AR,Garland,John Kerry,democrat,18040.0,40154
2004,Arkansas,AR,Garland,George W. Bush,republican,21734.0,40154
2004,Arkansas,AR,Grant,John Kerry,democrat,2524.0,6770
2004,Arkansas,AR,Grant,George W. Bush,republican,4205.0,6770
2004,Arkansas,AR,Greene,John Kerry,democrat,6561.0,13947
2004,Arkansas,AR,Greene,George W. Bush,republican,7232.0,13947
2004,Arkansas,AR,Hempstead,John Kerry,democrat,3817.0,7452
2004,Arkansas,AR,Hempstead,George W. Bush,republican,3580.0,7452
2004,Arkansas,AR,Hot Spring,John Kerry,democrat,5903.0,12068
2004,Arkansas,AR,Hot Spring,George W. Bush,republican,5962.0,12068
2004,Arkansas,AR,Howard,John Kerry,democrat,2166.0,4943
2004,Arkansas,AR,Howard,George W. Bush,republican,2736.0,4943
2004,Arkansas,AR,Independence,John Kerry,democrat,5443.0,13011
2004,Arkansas,AR,Independence,George W. Bush,republican,7430.0,13011
2004,Arkansas,AR,Izard,John Kerry,democrat,2586.0,5493
2004,Arkansas,AR,Izard,George W. Bush,republican,2833.0,5493
2004,Arkansas,AR,Jackson,John Kerry,democrat,3515.0,6219
2004,Arkansas,AR,Jackson,George W. Bush,republican,2624.0,6219
2004,Arkansas,AR,Jefferson,John Kerry,democrat,19675.0,30493
2004,Arkansas,AR,Jefferson,George W. Bush,republican,10218.0,30493
2004,Arkansas,AR,Johnson,John Kerry,democrat,3622.0,8044
2004,Arkansas,AR,Johnson,George W. Bush,republican,4311.0,8044
2004,Arkansas,AR,Lafayette,John Kerry,democrat,1567.0,3191
2004,Arkansas,AR,Lafayette,George W. Bush,republican,1604.0,3191
2004,Arkansas,AR,Lawrence,John Kerry,democrat,3544.0,6615
2004,Arkansas,AR,Lawrence,George W. Bush,republican,2951.0,6615
2004,Arkansas,AR,Lee,John Kerry,democrat,2548.0,4080
2004,Arkansas,AR,Lee,George W. Bush,republican,1492.0,4080
2004,Arkansas,AR,Lincoln,John Kerry,democrat,2149.0,4109
2004,Arkansas,AR,Lincoln,George W. Bush,republican,1921.0,4109
2004,Arkansas,AR,Little River,John Kerry,democrat,2677.0,5294
2004,Arkansas,AR,Little River,George W. Bush,republican,2575.0,5294
2004,Arkansas,AR,Logan,John Kerry,democrat,3361.0,8551
2004,Arkansas,AR,Logan,George W. Bush,republican,5076.0,8551
2004,Arkansas,AR,Lonoke,John Kerry,democrat,7454.0,22030
2004,Arkansas,AR,Lonoke,George W. Bush,republican,14398.0,22030
2004,Arkansas,AR,Madison,John Kerry,democrat,2421.0,6384
2004,Arkansas,AR,Madison,George W. Bush,republican,3873.0,6384
2004,Arkansas,AR,Marion,John Kerry,democrat,2602.0,6867
2004,Arkansas,AR,Marion,George W. Bush,republican,4127.0,6867
2004,Arkansas,AR,Miller,John Kerry,democrat,6139.0,14678
2004,Arkansas,AR,Miller,George W. Bush,republican,8448.0,14678
2004,Arkansas,AR,Mississippi,John Kerry,democrat,7593.0,14153
2004,Arkansas,AR,Mississippi,George W. Bush,republican,6121.0,14153
2004,Arkansas,AR,Monroe,John Kerry,democrat,2049.0,3667
2004,Arkansas,AR,Monroe,George W. Bush,republican,1586.0,3667
2004,Arkansas,AR,Montgomery,John Kerry,democrat,1524.0,3958
2004,Arkansas,AR,Montgomery,George W. Bush,republican,2367.0,3958
2004,Arkansas,AR,Nevada,John Kerry,democrat,1694.0,3477
2004,Arkansas,AR,Nevada,George W. Bush,republican,1752.0,3477
2004,Arkansas,AR,Newton,John Kerry,democrat,1506.0,4378
2004,Arkansas,AR,Newton,George W. Bush,republican,2779.0,4378
2004,Arkansas,AR,Ouachita,John Kerry,democrat,5188.0,10650
2004,Arkansas,AR,Ouachita,George W. Bush,republican,5345.0,10650
2004,Arkansas,AR,Perry,John Kerry,democrat,1921.0,4431
2004,Arkansas,AR,Perry,George W. Bush,republican,2435.0,4431
2004,Arkansas,AR,Phillips,John Kerry,democrat,5642.0,8868
2004,Arkansas,AR,Phillips,George W. Bush,republican,3161.0,8868
2004,Arkansas,AR,Pike,John Kerry,democrat,1310.0,3367
2004,Arkansas,AR,Pike,George W. Bush,republican,2013.0,3367
2004,Arkansas,AR,Poinsett,John Kerry,democrat,4069.0,7723
2004,Arkansas,AR,Poinsett,George W. Bush,republican,3555.0,7723
2004,Arkansas,AR,Polk,John Kerry,democrat,2473.0,7799
2004,Arkansas,AR,Polk,George W. Bush,republican,5192.0,7799
2004,Arkansas,AR,Pope,John Kerry,democrat,7100.0,20902
2004,Arkansas,AR,Pope,George W. Bush,republican,13614.0,20902
2004,Arkansas,AR,Prairie,John Kerry,democrat,1562.0,3624
2004,Arkansas,AR,Prairie,George W. Bush,republican,2030.0,3624
2004,Arkansas,AR,Pulaski,John Kerry,democrat,82755.0,151758
2004,Arkansas,AR,Pulaski,George W. Bush,republican,67617.0,151758
2004,Arkansas,AR,Randolph,John Kerry,democrat,3412.0,6667
2004,Arkansas,AR,Randolph,George W. Bush,republican,3158.0,6667
2004,Arkansas,AR,St. Francis,John Kerry,democrat,5684.0,9588
2004,Arkansas,AR,St. Francis,George W. Bush,republican,3815.0,9588
2004,Arkansas,AR,Saline,John Kerry,democrat,14153.0,39376
2004,Arkansas,AR,Saline,George W. Bush,republican,24864.0,39376
2004,Arkansas,AR,Scott,John Kerry,democrat,1473.0,4038
2004,Arkansas,AR,Scott,George W. Bush,republican,2514.0,4038
2004,Arkansas,AR,Searcy,John Kerry,democrat,1370.0,3992
2004,Arkansas,AR,Searcy,George W. Bush,republican,2565.0,3992
2004,Arkansas,AR,Sebastian,John Kerry,democrat,16479.0,44211
2004,Arkansas,AR,Sebastian,George W. Bush,republican,27303.0,44211
2004,Arkansas,AR,Sevier,John Kerry,democrat,2035.0,4601
2004,Arkansas,AR,Sevier,George W. Bush,republican,2516.0,4601
2004,Arkansas,AR,Sharp,John Kerry,democrat,3265.0,7470
2004,Arkansas,AR,Sharp,George W. Bush,republican,4097.0,7470
2004,Arkansas,AR,Stone,John Kerry,democrat,2255.0,5549
2004,Arkansas,AR,Stone,George W. Bush,republican,3188.0,5549
2004,Arkansas,AR,Union,John Kerry,democrat,7071.0,17832
2004,Arkansas,AR,Union,George W. Bush,republican,10502.0,17832
2004,Arkansas,AR,Van Buren,John Kerry,democrat,3310.0,7374
2004,Arkansas,AR,Van Buren,George W. Bush,republican,3988.0,7374
2004,Arkansas,AR,Washington,John Kerry,democrat,27597.0,64103
2004,Arkansas,AR,Washington,George W. Bush,republican,35726.0,64103
2004,Arkansas,AR,White,John Kerry,democrat,9129.0,26425
2004,Arkansas,AR,White,George W. Bush,republican,17001.0,26425
2004,Arkansas,AR,Woodruff,John Kerry,democrat,1972.0,3026
2004,Arkansas,AR,Woodruff,George W. Bush,republican,1021.0,3026
2004,Arkansas,AR,Yell,John Kerry,democrat,2913.0,6659
2004,Arkansas,AR,Yell,George W. Bush,republican,3678.0,6659
2004,California,CA,Alameda,John Kerry,democrat,422585.0,560742
2004,California,CA,Alameda,George W. Bush,republican,130911.0,560742
2004,California,CA,Alpine,John Kerry,democrat,373.0,699
2004,California,CA,Alpine,George W. Bush,republican,311.0,699
2004,California,CA,Amador,John Kerry,democrat,6211.0,16879
2004,California,CA,Amador,George W. Bush,republican,10479.0,16879
2004,California,CA,Butte,John Kerry,democrat,42448.0,95735
2004,California,CA,Butte,George W. Bush,republican,51662.0,95735
2004,California,CA,Calaveras,John Kerry,democrat,8286.0,22306
2004,California,CA,Calaveras,George W. Bush,republican,13601.0,22306
2004,California,CA,Colusa,John Kerry,democrat,1947.0,6166
2004,California,CA,Colusa,George W. Bush,republican,4142.0,6166
2004,California,CA,Contra Costa,John Kerry,democrat,257254.0,412139
2004,California,CA,Contra Costa,George W. Bush,republican,150608.0,412139
2004,California,CA,Del Norte,John Kerry,democrat,3892.0,9421
2004,California,CA,Del Norte,George W. Bush,republican,5356.0,9421
2004,California,CA,El Dorado,John Kerry,democrat,32242.0,86278
2004,California,CA,El Dorado,George W. Bush,republican,52878.0,86278
2004,California,CA,Fresno,John Kerry,democrat,103154.0,247160
2004,California,CA,Fresno,George W. Bush,republican,141988.0,247160
2004,California,CA,Glenn,John Kerry,democrat,2995.0,9435
2004,California,CA,Glenn,George W. Bush,republican,6308.0,9435
2004,California,CA,Humboldt,John Kerry,democrat,37988.0,65510
2004,California,CA,Humboldt,George W. Bush,republican,25714.0,65510
2004,California,CA,Imperial,John Kerry,democrat,13955.0,25902
2004,California,CA,Imperial,George W. Bush,republican,11628.0,25902
2004,California,CA,Inyo,John Kerry,democrat,3021.0,7718
2004,California,CA,Inyo,George W. Bush,republican,4559.0,7718
2004,California,CA,Kern,John Kerry,democrat,68603.0,210858
2004,California,CA,Kern,George W. Bush,republican,140417.0,210858
2004,California,CA,Kings,John Kerry,democrat,10833.0,32093
2004,California,CA,Kings,George W. Bush,republican,21003.0,32093
2004,California,CA,Lake,John Kerry,democrat,9679.0,18166
2004,California,CA,Lake,George W. Bush,republican,8185.0,18166
2004,California,CA,Lassen,John Kerry,democrat,3158.0,11437
2004,California,CA,Lassen,George W. Bush,republican,8126.0,11437
2004,California,CA,Los Angeles,John Kerry,democrat,1907736.0,3021647
2004,California,CA,Los Angeles,George W. Bush,republican,1076225.0,3021647
2004,California,CA,Madera,John Kerry,democrat,13481.0,38780
2004,California,CA,Madera,George W. Bush,republican,24871.0,38780
2004,California,CA,Marin,John Kerry,democrat,99070.0,134919
2004,California,CA,Marin,George W. Bush,republican,34378.0,134919
2004,California,CA,Mariposa,John Kerry,democrat,3251.0,8638
2004,California,CA,Mariposa,George W. Bush,republican,5215.0,8638
2004,California,CA,Mendocino,John Kerry,democrat,24385.0,38179
2004,California,CA,Mendocino,George W. Bush,republican,12955.0,38179
2004,California,CA,Merced,John Kerry,democrat,24491.0,57945
2004,California,CA,Merced,George W. Bush,republican,32773.0,57945
2004,California,CA,Modoc,John Kerry,democrat,1149.0,4456
2004,California,CA,Modoc,George W. Bush,republican,3235.0,4456
2004,California,CA,Mono,John Kerry,democrat,2628.0,5330
2004,California,CA,Mono,George W. Bush,republican,2621.0,5330
2004,California,CA,Monterey,John Kerry,democrat,75241.0,124544
2004,California,CA,Monterey,George W. Bush,republican,47838.0,124544
2004,California,CA,Napa,John Kerry,democrat,33666.0,56465
2004,California,CA,Napa,George W. Bush,republican,22059.0,56465
2004,California,CA,Nevada,John Kerry,democrat,24220.0,53739
2004,California,CA,Nevada,George W. Bush,republican,28790.0,53739
2004,California,CA,Orange,John Kerry,democrat,419239.0,1073296
2004,California,CA,Orange,George W. Bush,republican,641832.0,1073296
2004,California,CA,Placer,John Kerry,democrat,55573.0,152945
2004,California,CA,Placer,George W. Bush,republican,95969.0,152945
2004,California,CA,Plumas,John Kerry,democrat,4129.0,11178
2004,California,CA,Plumas,George W. Bush,republican,6905.0,11178
2004,California,CA,Riverside,John Kerry,democrat,228806.0,556882
2004,California,CA,Riverside,George W. Bush,republican,322473.0,556882
2004,California,CA,Sacramento,John Kerry,democrat,236657.0,476765
2004,California,CA,Sacramento,George W. Bush,republican,235539.0,476765
2004,California,CA,San Benito,John Kerry,democrat,9851.0,18725
2004,California,CA,San Benito,George W. Bush,republican,8698.0,18725
2004,California,CA,San Bernardino,John Kerry,democrat,227789.0,522777
2004,California,CA,San Bernardino,George W. Bush,republican,289306.0,522777
2004,California,CA,San Diego,John Kerry,democrat,526437.0,1133584
2004,California,CA,San Diego,George W. Bush,republican,596033.0,1133584
2004,California,CA,San Francisco,John Kerry,democrat,296772.0,355929
2004,California,CA,San Francisco,George W. Bush,republican,54355.0,355929
2004,California,CA,San Joaquin,John Kerry,democrat,87012.0,189505
2004,California,CA,San Joaquin,George W. Bush,republican,100978.0,189505
2004,California,CA,San Luis Obispo,John Kerry,democrat,58742.0,128647
2004,California,CA,San Luis Obispo,George W. Bush,republican,67995.0,128647
2004,California,CA,San Mateo,John Kerry,democrat,197922.0,284077
2004,California,CA,San Mateo,George W. Bush,republican,83315.0,284077
2004,California,CA,Santa Barbara,John Kerry,democrat,90314.0,169125
2004,California,CA,Santa Barbara,George W. Bush,republican,76806.0,169125
2004,California,CA,Santa Clara,John Kerry,democrat,386100.0,602614
2004,California,CA,Santa Clara,George W. Bush,republican,209094.0,602614
2004,California,CA,Santa Cruz,John Kerry,democrat,89102.0,121733
2004,California,CA,Santa Cruz,George W. Bush,republican,30354.0,121733
2004,California,CA,Shasta,John Kerry,democrat,24339.0,77571
2004,California,CA,Shasta,George W. Bush,republican,52249.0,77571
2004,California,CA,Sierra,John Kerry,democrat,646.0,1945
2004,California,CA,Sierra,George W. Bush,republican,1249.0,1945
2004,California,CA,Siskiyou,John Kerry,democrat,7880.0,20863
2004,California,CA,Siskiyou,George W. Bush,republican,12673.0,20863
2004,California,CA,Solano,John Kerry,democrat,85096.0,148746
2004,California,CA,Solano,George W. Bush,republican,62301.0,148746
2004,California,CA,Sonoma,John Kerry,democrat,148261.0,220077
2004,California,CA,Sonoma,George W. Bush,republican,68204.0,220077
