year,state,state_code,county,candidate,party,candidate_votes,total_votes
2016,Georgia,GA,Oconee,Hillary Clinton,democrat,5581.0,20149
2016,Georgia,GA,Oconee,Donald Trump,republican,13425.0,20149
2016,Georgia,GA,Oglethorpe,Hillary Clinton,democrat,1831.0,6674
2016,Georgia,GA,Oglethorpe,Donald Trump,republican,4625.0,6674
2016,Georgia,GA,Paulding,Hillary Clinton,democrat,18025.0,64890
2016,Georgia,GA,Paulding,Donald Trump,republican,44662.0,64890
2016,Georgia,GA,Peach,Hillary Clinton,democrat,5100.0,10752
2016,Georgia,GA,Peach,Donald Trump,republican,5413.0,10752
2016,Georgia,GA,Pickens,Hillary Clinton,democrat,1979.0,14038
2016,Georgia,GA,Pickens,Donald Trump,republican,11651.0,14038
2016,Georgia,GA,Pierce,Hillary Clinton,democrat,903.0,7311
2016,Georgia,GA,Pierce,Donald Trump,republican,6302.0,7311
2016,Georgia,GA,Pike,Hillary Clinton,democrat,1240.0,8725
2016,Georgia,GA,Pike,Donald Trump,republican,7278.0,8725
2016,Georgia,GA,Polk,Hillary Clinton,democrat,2867.0,14215
2016,Georgia,GA,Polk,Donald Trump,republican,11014.0,14215
2016,Georgia,GA,Pulaski,Hillary Clinton,democrat,1104.0,3605
2016,Georgia,GA,Pulaski,Donald Trump,republican,2437.0,3605
2016,Georgia,GA,Putnam,Hillary Clinton,democrat,2758.0,9488
2016,Georgia,GA,Putnam,Donald Trump,republican,6544.0,9488
2016,Georgia,GA,Quitman,Hillary Clinton,democrat,461.0,1044
2016,Georgia,GA,Quitman,Donald Trump,republican,575.0,1044
2016,Georgia,GA,Rabun,Hillary Clinton,democrat,1444.0,7992
2016,Georgia,GA,Rabun,Donald Trump,republican,6287.0,7992
2016,Georgia,GA,Randolph,Hillary Clinton,democrat,1598.0,2899
2016,Georgia,GA,Randolph,Donald Trump,republican,1271.0,2899
2016,Georgia,GA,Richmond,Hillary Clinton,democrat,48814.0,75515
2016,Georgia,GA,Richmond,Donald Trump,republican,24461.0,75515
2016,Georgia,GA,Rockdale,Hillary Clinton,democrat,23255.0,37869
2016,Georgia,GA,Rockdale,Donald Trump,republican,13478.0,37869
2016,Georgia,GA,Schley,Hillary Clinton,democrat,401.0,1909
2016,Georgia,GA,Schley,Donald Trump,republican,1472.0,1909
2016,Georgia,GA,Screven,Hillary Clinton,democrat,2300.0,5715
2016,Georgia,GA,Screven,Donald Trump,republican,3305.0,5715
2016,Georgia,GA,Seminole,Hillary Clinton,democrat,1189.0,3588
2016,Georgia,GA,Seminole,Donald Trump,republican,2345.0,3588
2016,Georgia,GA,Spalding,Hillary Clinton,democrat,9357.0,25704
2016,Georgia,GA,Spalding,Donald Trump,republican,15646.0,25704
2016,Georgia,GA,Stephens,Hillary Clinton,democrat,1837.0,9815
2016,Georgia,GA,Stephens,Donald Trump,republican,7686.0,9815
2016,Georgia,GA,Stewart,Hillary Clinton,democrat,1222.0,2058
2016,Georgia,GA,Stewart,Donald Trump,republican,805.0,2058
2016,Georgia,GA,Sumter,Hillary Clinton,democrat,5520.0,10974
2016,Georgia,GA,Sumter,Donald Trump,republican,5276.0,10974
2016,Georgia,GA,Talbot,Hillary Clinton,democrat,2002.0,3246
2016,Georgia,GA,Talbot,Donald Trump,republican,1196.0,3246
2016,Georgia,GA,Taliaferro,Hillary Clinton,democrat,545.0,897
2016,Georgia,GA,Taliaferro,Donald Trump,republican,349.0,897
2016,Georgia,GA,Tattnall,Hillary Clinton,democrat,1681.0,6903
2016,Georgia,GA,Tattnall,Donald Trump,republican,5096.0,6903
2016,Georgia,GA,Taylor,Hillary Clinton,democrat,1296.0,3408
2016,Georgia,GA,Taylor,Donald Trump,republican,2064.0,3408
2016,Georgia,GA,Telfair,Hillary Clinton,democrat,1313.0,3796
2016,Georgia,GA,Telfair,Donald Trump,republican,2450.0,3796
2016,Georgia,GA,Terrell,Hillary Clinton,democrat,2267.0,4189
2016,Georgia,GA,Terrell,Donald Trump,republican,1874.0,4189
2016,Georgia,GA,Thomas,Hillary Clinton,democrat,7142.0,18802
2016,Georgia,GA,Thomas,Donald Trump,republican,11228.0,18802
2016,Georgia,GA,Tift,Hillary Clinton,democrat,4347.0,14219
2016,Georgia,GA,Tift,Donald Trump,republican,9584.0,14219
2016,Georgia,GA,Toombs,Hillary Clinton,democrat,2338.0,9138
2016,Georgia,GA,Toombs,Donald Trump,republican,6615.0,9138
2016,Georgia,GA,Towns,Hillary Clinton,democrat,1210.0,6764
2016,Georgia,GA,Towns,Donald Trump,republican,5383.0,6764
2016,Georgia,GA,Treutlen,Hillary Clinton,democrat,862.0,2703
2016,Georgia,GA,Treutlen,Donald Trump,republican,1809.0,2703
2016,Georgia,GA,Troup,Hillary Clinton,democrat,9713.0,26111
2016,Georgia,GA,Troup,Donald Trump,republican,15750.0,26111
2016,Georgia,GA,Turner,Hillary Clinton,democrat,1246.0,3398
2016,Georgia,GA,Turner,Donald Trump,republican,2095.0,3398
2016,Georgia,GA,Twiggs,Hillary Clinton,democrat,1971.0,4059
2016,Georgia,GA,Twiggs,Donald Trump,republican,2035.0,4059
2016,Georgia,GA,Union,Hillary Clinton,democrat,1963.0,12063
2016,Georgia,GA,Union,Donald Trump,republican,9852.0,12063
2016,Georgia,GA,Upson,Hillary Clinton,democrat,3475.0,10934
2016,Georgia,GA,Upson,Donald Trump,republican,7292.0,10934
2016,Georgia,GA,Walker,Hillary Clinton,democrat,4215.0,23956
2016,Georgia,GA,Walker,Donald Trump,republican,18950.0,23956
2016,Georgia,GA,Walton,Hillary Clinton,democrat,8292.0,40698
2016,Georgia,GA,Walton,Donald Trump,republican,31125.0,40698
2016,Georgia,GA,Ware,Hillary Clinton,democrat,3440.0,12184
2016,Georgia,GA,Ware,Donald Trump,republican,8513.0,12184
2016,Georgia,GA,Warren,Hillary Clinton,democrat,1314.0,2334
2016,Georgia,GA,Warren,Donald Trump,republican,991.0,2334
2016,Georgia,GA,Washington,Hillary Clinton,democrat,4200.0,8461
2016,Georgia,GA,Washington,Donald Trump,republican,4149.0,8461
2016,Georgia,GA,Wayne,Hillary Clinton,democrat,2041.0,10413
2016,Georgia,GA,Wayne,Donald Trump,republican,8153.0,10413
2016,Georgia,GA,Webster,Hillary Clinton,democrat,473.0,1116
2016,Georgia,GA,Webster,Donald Trump,republican,630.0,1116
2016,Georgia,GA,Wheeler,Hillary Clinton,democrat,646.0,2102
2016,Georgia,GA,Wheeler,Donald Trump,republican,1421.0,2102
2016,Georgia,GA,White,Hillary Clinton,democrat,1674.0,11823
2016,Georgia,GA,White,Donald Trump,republican,9761.0,11823
2016,Georgia,GA,Whitfield,Hillary Clinton,democrat,7937.0,30658
2016,Georgia,GA,Whitfield,Donald Trump,republican,21537.0,30658
2016,Georgia,GA,Wilcox,Hillary Clinton,democrat,852.0,2976
2016,Georgia,GA,Wilcox,Donald Trump,republican,2096.0,2976
2016,Georgia,GA,Wilkes,Hillary Clinton,democrat,1848.0,4486
2016,Georgia,GA,Wilkes,Donald Trump,republican,2572.0,4486
2016,Georgia,GA,Wilkinson,Hillary Clinton,democrat,1894.0,4287
2016,Georgia,GA,Wilkinson,Donald Trump,republican,2333.0,4287
2016,Georgia,GA,Worth,Hillary Clinton,democrat,2020.0,8295
2016,Georgia,GA,Worth,Donald Trump,republican,6152.0,8295
2016,Hawaii,HI,Hawaii,Hillary Clinton,democrat,41259.0,64867
2016,Hawaii,HI,Hawaii,Donald Trump,republican,17501.0,64867
2016,Hawaii,HI,Honolulu,Hillary Clinton,democrat,175696.0,285790
2016,Hawaii,HI,Honolulu,Donald Trump,republican,90326.0,285790
2016,Hawaii,HI,Kauai,Hillary Clinton,democrat,16456.0,26335
2016,Hawaii,HI,Kauai,Donald Trump,republican,7574.0,26335
2016,Hawaii,HI,Maui,Hillary Clinton,democrat,33480.0,51945
2016,Hawaii,HI,Maui,Donald Trump,republican,13446.0,51945
2016,Idaho,ID,Ada,Hillary Clinton,democrat,75677.0,195669
2016,Idaho,ID,Ada,Donald Trump,republican,93752.0,195669
2016,Idaho,ID,Adams,Hillary Clinton,democrat,415.0,2183
2016,Idaho,ID,Adams,Donald Trump,republican,1556.0,2183
2016,Idaho,ID,Bannock,Hillary Clinton,democrat,10342.0,33416
2016,Idaho,ID,Bannock,Donald Trump,republican,17180.0,33416
2016,Idaho,ID,Bear Lake,Hillary Clinton,democrat,255.0,2928
2016,Idaho,ID,Bear Lake,Donald Trump,republican,2203.0,2928
2016,Idaho,ID,Benewah,Hillary Clinton,democrat,770.0,4185
2016,Idaho,ID,Benewah,Donald Trump,republican,3103.0,4185
2016,Idaho,ID,Bingham,Hillary Clinton,democrat,2924.0,16625
2016,Idaho,ID,Bingham,Donald Trump,republican,10907.0,16625
2016,Idaho,ID,Blaine,Hillary Clinton,democrat,6416.0,10724
2016,Idaho,ID,Blaine,Donald Trump,republican,3340.0,10724
2016,Idaho,ID,Boise,Hillary Clinton,democrat,777.0,3814
2016,Idaho,ID,Boise,Donald Trump,republican,2673.0,3814
2016,Idaho,ID,Bonner,Hillary Clinton,democrat,5819.0,20943
2016,Idaho,ID,Bonner,Donald Trump,republican,13343.0,20943
2016,Idaho,ID,Bonneville,Hillary Clinton,democrat,8930.0,44221
2016,Idaho,ID,Bonneville,Donald Trump,republican,26699.0,44221
2016,Idaho,ID,Boundary,Hillary Clinton,democrat,933.0,5163
2016,Idaho,ID,Boundary,Donald Trump,republican,3789.0,5163
2016,Idaho,ID,Butte,Hillary Clinton,democrat,160.0,1230
2016,Idaho,ID,Butte,Donald Trump,republican,914.0,1230
2016,Idaho,ID,Camas,Hillary Clinton,democrat,110.0,590
2016,Idaho,ID,Camas,Donald Trump,republican,410.0,590
2016,Idaho,ID,Canyon,Hillary Clinton,democrat,16883.0,72785
2016,Idaho,ID,Canyon,Donald Trump,republican,47222.0,72785
2016,Idaho,ID,Caribou,Hillary Clinton,democrat,271.0,3035
2016,Idaho,ID,Caribou,Donald Trump,republican,2275.0,3035
2016,Idaho,ID,Cassia,Hillary Clinton,democrat,1036.0,8178
2016,Idaho,ID,Cassia,Donald Trump,republican,5949.0,8178
2016,Idaho,ID,Clark,Hillary Clinton,democrat,44.0,283
2016,Idaho,ID,Clark,Donald Trump,republican,203.0,283
2016,Idaho,ID,Clearwater,Hillary Clinton,democrat,704.0,3801
2016,Idaho,ID,Clearwater,Donald Trump,republican,2852.0,3801
2016,Idaho,ID,Custer,Hillary Clinton,democrat,427.0,2414
2016,Idaho,ID,Custer,Donald Trump,republican,1777.0,2414
2016,Idaho,ID,Elmore,Hillary Clinton,democrat,1814.0,8522
2016,Idaho,ID,Elmore,Donald Trump,republican,5816.0,8522
2016,Idaho,ID,Franklin,Hillary Clinton,democrat,385.0,5499
2016,Idaho,ID,Franklin,Donald Trump,republican,3901.0,5499
2016,Idaho,ID,Fremont,Hillary Clinton,democrat,651.0,5715
2016,Idaho,ID,Fremont,Donald Trump,republican,4090.0,5715
2016,Idaho,ID,Gem,Hillary Clinton,democrat,1229.0,7954
2016,Idaho,ID,Gem,Donald Trump,republican,5980.0,7954
2016,Idaho,ID,Gooding,Hillary Clinton,democrat,930.0,5191
2016,Idaho,ID,Gooding,Donald Trump,republican,3743.0,5191
2016,Idaho,ID,Idaho,Hillary Clinton,democrat,1196.0,8233
2016,Idaho,ID,Idaho,Donald Trump,republican,6441.0,8233
2016,Idaho,ID,Jefferson,Hillary Clinton,democrat,976.0,11475
2016,Idaho,ID,Jefferson,Donald Trump,republican,8436.0,11475
2016,Idaho,ID,Jerome,Hillary Clinton,democrat,1329.0,6751
2016,Idaho,ID,Jerome,Donald Trump,republican,4644.0,6751
2016,Idaho,ID,Kootenai,Hillary Clinton,democrat,16264.0,66310
2016,Idaho,ID,Kootenai,Donald Trump,republican,44449.0,66310
2016,Idaho,ID,Latah,Hillary Clinton,democrat,8093.0,18173
2016,Idaho,ID,Latah,Donald Trump,republican,7265.0,18173
2016,Idaho,ID,Lemhi,Hillary Clinton,democrat,733.0,4096
2016,Idaho,ID,Lemhi,Donald Trump,republican,3011.0,4096
2016,Idaho,ID,Lewis,Hillary Clinton,democrat,270.0,1590
2016,Idaho,ID,Lewis,Donald Trump,republican,1202.0,1590
2016,Idaho,ID,Lincoln,Hillary Clinton,democrat,360.0,1748
2016,Idaho,ID,Lincoln,Donald Trump,republican,1184.0,1748
2016,Idaho,ID,Madison,Hillary Clinton,democrat,1201.0,15688
2016,Idaho,ID,Madison,Donald Trump,republican,8941.0,15688
2016,Idaho,ID,Minidoka,Hillary Clinton,democrat,1167.0,6871
2016,Idaho,ID,Minidoka,Donald Trump,republican,4887.0,6871
2016,Idaho,ID,Nez Perce,Hillary Clinton,democrat,4828.0,17201
2016,Idaho,ID,Nez Perce,Donald Trump,republican,10699.0,17201
2016,Idaho,ID,Oneida,Hillary Clinton,democrat,184.0,2068
2016,Idaho,ID,Oneida,Donald Trump,republican,1531.0,2068
2016,Idaho,ID,Owyhee,Hillary Clinton,democrat,591.0,3925
2016,Idaho,ID,Owyhee,Donald Trump,republican,3052.0,3925
2016,Idaho,ID,Payette,Hillary Clinton,democrat,1507.0,8704
2016,Idaho,ID,Payette,Donald Trump,republican,6489.0,8704
2016,Idaho,ID,Power,Hillary Clinton,democrat,699.0,2758
2016,Idaho,ID,Power,Donald Trump,republican,1666.0,2758
2016,Idaho,ID,Shoshone,Hillary Clinton,democrat,1384.0,5120
2016,Idaho,ID,Shoshone,Donald Trump,republican,3297.0,5120
2016,Idaho,ID,Teton,Hillary Clinton,democrat,2159.0,4976
2016,Idaho,ID,Teton,Donald Trump,republican,2167.0,4976
2016,Idaho,ID,Twin Falls,Hillary Clinton,democrat,6233.0,29874
2016,Idaho,ID,Twin Falls,Donald Trump,republican,19828.0,29874
2016,Idaho,ID,Valley,Hillary Clinton,democrat,1913.0,5349
2016,Idaho,ID,Valley,Donald Trump,republican,2906.0,5349
2016,Idaho,ID,Washington,Hillary Clinton,democrat,776.0,4455
2016,Idaho,ID,Washington,Donald Trump,republican,3283.0,4455
2016,Illinois,IL,Adams,Hillary Clinton,democrat,7676.0,31951
2016,Illinois,IL,Adams,Donald Trump,republican,22790.0,31951
2016,Illinois,IL,Alexander,Hillary Clinton,democrat,1262.0,2846
2016,Illinois,IL,Alexander,Donald Trump,republican,1496.0,2846
2016,Illinois,IL,Bond,Hillary Clinton,democrat,2068.0,7530
2016,Illinois,IL,Bond,Donald Trump,republican,4888.0,7530
2016,Illinois,IL,Boone,Hillary Clinton,democrat,8986.0,23001
2016,Illinois,IL,Boone,Donald Trump,republican,12282.0,23001
2016,Illinois,IL,Brown,Hillary Clinton,democrat,476.0,2379
2016,Illinois,IL,Brown,Donald Trump,republican,1796.0,2379
2016,Illinois,IL,Bureau,Hillary Clinton,democrat,6029.0,16571
2016,Illinois,IL,Bureau,Donald Trump,republican,9281.0,16571
2016,Illinois,IL,Calhoun,Hillary Clinton,democrat,739.0,2571
2016,Illinois,IL,Calhoun,Donald Trump,republican,1721.0,2571
2016,Illinois,IL,Carroll,Hillary Clinton,democrat,2447.0,7445
2016,Illinois,IL,Carroll,Donald Trump,republican,4434.0,7445
2016,Illinois,IL,Cass,Hillary Clinton,democrat,1621.0,5124
2016,Illinois,IL,Cass,Donald Trump,republican,3216.0,5124
2016,Illinois,IL,Champaign,Hillary Clinton,democrat,50137.0,91628
2016,Illinois,IL,Champaign,Donald Trump,republican,33368.0,91628
2016,Illinois,IL,Christian,Hillary Clinton,democrat,3992.0,15459
2016,Illinois,IL,Christian,Donald Trump,republican,10543.0,15459
2016,Illinois,IL,Clark,Hillary Clinton,democrat,1877.0,7928
2016,Illinois,IL,Clark,Donald Trump,republican,5622.0,7928
2016,Illinois,IL,Clay,Hillary Clinton,democrat,1020.0,6350
2016,Illinois,IL,Clay,Donald Trump,republican,5021.0,6350
2016,Illinois,IL,Clinton,Hillary Clinton,democrat,3945.0,17419
2016,Illinois,IL,Clinton,Donald Trump,republican,12412.0,17419
2016,Illinois,IL,Coles,Hillary Clinton,democrat,7309.0,21863
2016,Illinois,IL,Coles,Donald Trump,republican,13003.0,21863
2016,Illinois,IL,Cook,Hillary Clinton,democrat,1611946.0,2158615
2016,Illinois,IL,Cook,Donald Trump,republican,453287.0,2158615
2016,Illinois,IL,Crawford,Hillary Clinton,democrat,1992.0,8728
2016,Illinois,IL,Crawford,Donald Trump,republican,6277.0,8728
2016,Illinois,IL,Cumberland,Hillary Clinton,democrat,1031.0,5567
2016,Illinois,IL,Cumberland,Donald Trump,republican,4206.0,5567
2016,Illinois,IL,DeKalb,Hillary Clinton,democrat,20466.0,43600
2016,Illinois,IL,DeKalb,Donald Trump,republican,19091.0,43600
2016,Illinois,IL,De Witt,Hillary Clinton,democrat,1910.0,7543
2016,Illinois,IL,De Witt,Donald Trump,republican,5077.0,7543
2016,Illinois,IL,Douglas,Hillary Clinton,democrat,1949.0,8169
2016,Illinois,IL,Douglas,Donald Trump,republican,5698.0,8169
2016,Illinois,IL,DuPage,Hillary Clinton,democrat,228622.0,428769
2016,Illinois,IL,DuPage,Donald Trump,republican,166415.0,428769
2016,Illinois,IL,Edgar,Hillary Clinton,democrat,1793.0,7873
2016,Illinois,IL,Edgar,Donald Trump,republican,5645.0,7873
2016,Illinois,IL,Edwards,Hillary Clinton,democrat,434.0,3347
2016,Illinois,IL,Edwards,Donald Trump,republican,2778.0,3347
2016,Illinois,IL,Effingham,Hillary Clinton,democrat,3083.0,17609
2016,Illinois,IL,Effingham,Donald Trump,republican,13635.0,17609
2016,Illinois,IL,Fayette,Hillary Clinton,democrat,1819.0,9585
2016,Illinois,IL,Fayette,Donald Trump,republican,7372.0,9585
2016,Illinois,IL,Ford,Hillary Clinton,democrat,1414.0,6396
2016,Illinois,IL,Ford,Donald Trump,republican,4480.0,6396
2016,Illinois,IL,Franklin,Hillary Clinton,democrat,4727.0,18711
2016,Illinois,IL,Franklin,Donald Trump,republican,13116.0,18711
2016,Illinois,IL,Fulton,Hillary Clinton,democrat,6133.0,15797
2016,Illinois,IL,Fulton,Donald Trump,republican,8492.0,15797
2016,Illinois,IL,Gallatin,Hillary Clinton,democrat,657.0,2707
2016,Illinois,IL,Gallatin,Donald Trump,republican,1942.0,2707
2016,Illinois,IL,Greene,Hillary Clinton,democrat,1205.0,5585
2016,Illinois,IL,Greene,Donald Trump,republican,4145.0,5585
2016,Illinois,IL,Grundy,Hillary Clinton,democrat,8065.0,23237
2016,Illinois,IL,Grundy,Donald Trump,republican,13454.0,23237
2016,Illinois,IL,Hamilton,Hillary Clinton,democrat,802.0,4166
2016,Illinois,IL,Hamilton,Donald Trump,republican,3206.0,4166
2016,Illinois,IL,Hancock,Hillary Clinton,democrat,2139.0,9121
2016,Illinois,IL,Hancock,Donald Trump,republican,6430.0,9121
2016,Illinois,IL,Hardin,Hillary Clinton,democrat,420.0,2148
2016,Illinois,IL,Hardin,Donald Trump,republican,1653.0,2148
2016,Illinois,IL,Henderson,Hillary Clinton,democrat,1155.0,3518
2016,Illinois,IL,Henderson,Donald Trump,republican,2155.0,3518
2016,Illinois,IL,Henry,Hillary Clinton,democrat,8871.0,24643
2016,Illinois,IL,Henry,Donald Trump,republican,13985.0,24643
2016,Illinois,IL,Iroquois,Hillary Clinton,democrat,2504.0,13064
2016,Illinois,IL,Iroquois,Donald Trump,republican,9750.0,13064
2016,Illinois,IL,Jackson,Hillary Clinton,democrat,11634.0,24617
2016,Illinois,IL,Jackson,Donald Trump,republican,10843.0,24617
2016,Illinois,IL,Jasper,Hillary Clinton,democrat,924.0,5136
2016,Illinois,IL,Jasper,Donald Trump,republican,3975.0,5136
2016,Illinois,IL,Jefferson,Hillary Clinton,democrat,4425.0,16999
2016,Illinois,IL,Jefferson,Donald Trump,republican,11695.0,16999
2016,Illinois,IL,Jersey,Hillary Clinton,democrat,2679.0,10991
2016,Illinois,IL,Jersey,Donald Trump,republican,7748.0,10991
2016,Illinois,IL,Jo Daviess,Hillary Clinton,democrat,4462.0,11334
2016,Illinois,IL,Jo Daviess,Donald Trump,republican,6121.0,11334
2016,Illinois,IL,Johnson,Hillary Clinton,democrat,1142.0,6089
2016,Illinois,IL,Johnson,Donald Trump,republican,4649.0,6089
2016,Illinois,IL,Kane,Hillary Clinton,democrat,103665.0,199314
2016,Illinois,IL,Kane,Donald Trump,republican,82734.0,199314
2016,Illinois,IL,Kankakee,Hillary Clinton,democrat,18971.0,47305
2016,Illinois,IL,Kankakee,Donald Trump,republican,25129.0,47305
2016,Illinois,IL,Kendall,Hillary Clinton,democrat,24884.0,53447
2016,Illinois,IL,Kendall,Donald Trump,republican,24961.0,53447
2016,Illinois,IL,Knox,Hillary Clinton,democrat,10083.0,22243
2016,Illinois,IL,Knox,Donald Trump,republican,10737.0,22243
2016,Illinois,IL,Lake,Hillary Clinton,democrat,171095.0,303520
2016,Illinois,IL,Lake,Donald Trump,republican,109767.0,303520
2016,Illinois,IL,LaSalle,Hillary Clinton,democrat,19543.0,49743
2016,Illinois,IL,LaSalle,Donald Trump,republican,26689.0,49743
2016,Illinois,IL,Lawrence,Hillary Clinton,democrat,1290.0,6094
2016,Illinois,IL,Lawrence,Donald Trump,republican,4521.0,6094
2016,Illinois,IL,Lee,Hillary Clinton,democrat,5528.0,15489
2016,Illinois,IL,Lee,Donald Trump,republican,8612.0,15489
2016,Illinois,IL,Livingston,Hillary Clinton,democrat,4023.0,15269
2016,Illinois,IL,Livingston,Donald Trump,republican,10208.0,15269
2016,Illinois,IL,Logan,Hillary Clinton,democrat,3313.0,12401
2016,Illinois,IL,Logan,Donald Trump,republican,8181.0,12401
2016,Illinois,IL,McDonough,Hillary Clinton,democrat,5288.0,13092
2016,Illinois,IL,McDonough,Donald Trump,republican,6795.0,13092
2016,Illinois,IL,McHenry,Hillary Clinton,democrat,60803.0,141750
2016,Illinois,IL,McHenry,Donald Trump,republican,71612.0,141750
2016,Illinois,IL,McLean,Hillary Clinton,democrat,36196.0,79835
2016,Illinois,IL,McLean,Donald Trump,republican,37237.0,79835
2016,Illinois,IL,Macon,Hillary Clinton,democrat,18343.0,48060
2016,Illinois,IL,Macon,Donald Trump,republican,26866.0,48060
2016,Illinois,IL,Macoupin,Hillary Clinton,democrat,6689.0,22360
2016,Illinois,IL,Macoupin,Donald Trump,republican,14322.0,22360
2016,Illinois,IL,Madison,Hillary Clinton,democrat,50587.0,130179
2016,Illinois,IL,Madison,Donald Trump,republican,70490.0,130179
2016,Illinois,IL,Marion,Hillary Clinton,democrat,4369.0,17074
2016,Illinois,IL,Marion,Donald Trump,republican,11859.0,17074
2016,Illinois,IL,Marshall,Hillary Clinton,democrat,1789.0,5984
2016,Illinois,IL,Marshall,Donald Trump,republican,3785.0,5984
2016,Illinois,IL,Mason,Hillary Clinton,democrat,2014.0,6486
2016,Illinois,IL,Mason,Donald Trump,republican,4058.0,6486
2016,Illinois,IL,Massac,Hillary Clinton,democrat,1558.0,6683
2016,Illinois,IL,Massac,Donald Trump,republican,4846.0,6683
2016,Illinois,IL,Menard,Hillary Clinton,democrat,1817.0,6515
2016,Illinois,IL,Menard,Donald Trump,republican,4231.0,6515
2016,Illinois,IL,Mercer,Hillary Clinton,democrat,3071.0,8525
2016,Illinois,IL,Mercer,Donald Trump,republican,4807.0,8525
2016,Illinois,IL,Monroe,Hillary Clinton,democrat,5535.0,19354
2016,Illinois,IL,Monroe,Donald Trump,republican,12629.0,19354
2016,Illinois,IL,Montgomery,Hillary Clinton,democrat,3504.0,12978
2016,Illinois,IL,Montgomery,Donald Trump,republican,8630.0,12978
2016,Illinois,IL,Morgan,Hillary Clinton,democrat,4696.0,14800
2016,Illinois,IL,Morgan,Donald Trump,republican,9076.0,14800
2016,Illinois,IL,Moultrie,Hillary Clinton,democrat,1481.0,6283
2016,Illinois,IL,Moultrie,Donald Trump,republican,4455.0,6283
2016,Illinois,IL,Ogle,Hillary Clinton,democrat,8050.0,24193
2016,Illinois,IL,Ogle,Donald Trump,republican,14352.0,24193
2016,Illinois,IL,Peoria,Hillary Clinton,democrat,38060.0,78503
2016,Illinois,IL,Peoria,Donald Trump,republican,35633.0,78503
2016,Illinois,IL,Perry,Hillary Clinton,democrat,2462.0,9853
2016,Illinois,IL,Perry,Donald Trump,republican,6855.0,9853
2016,Illinois,IL,Piatt,Hillary Clinton,democrat,2645.0,9008
2016,Illinois,IL,Piatt,Donald Trump,republican,5634.0,9008
2016,Illinois,IL,Pike,Hillary Clinton,democrat,1413.0,7530
2016,Illinois,IL,Pike,Donald Trump,republican,5754.0,7530
2016,Illinois,IL,Pope,Hillary Clinton,democrat,375.0,2142
2016,Illinois,IL,Pope,Donald Trump,republican,1678.0,2142
2016,Illinois,IL,Pulaski,Hillary Clinton,democrat,962.0,2735
2016,Illinois,IL,Pulaski,Donald Trump,republican,1675.0,2735
2016,Illinois,IL,Putnam,Hillary Clinton,democrat,1147.0,3111
2016,Illinois,IL,Putnam,Donald Trump,republican,1767.0,3111
2016,Illinois,IL,Randolph,Hillary Clinton,democrat,3439.0,14194
2016,Illinois,IL,Randolph,Donald Trump,republican,10023.0,14194
2016,Illinois,IL,Richland,Hillary Clinton,democrat,1584.0,7684
2016,Illinois,IL,Richland,Donald Trump,republican,5739.0,7684
2016,Illinois,IL,Rock Island,Hillary Clinton,democrat,32298.0,63994
2016,Illinois,IL,Rock Island,Donald Trump,republican,26998.0,63994
2016,Illinois,IL,St. Clair,Hillary Clinton,democrat,60756.0,120580
2016,Illinois,IL,St. Clair,Donald Trump,republican,53857.0,120580
2016,Illinois,IL,Saline,Hillary Clinton,democrat,2572.0,11384
2016,Illinois,IL,Saline,Donald Trump,republican,8276.0,11384
2016,Illinois,IL,Sangamon,Hillary Clinton,democrat,40907.0,98373
2016,Illinois,IL,Sangamon,Donald Trump,republican,49944.0,98373
2016,Illinois,IL,Schuyler,Hillary Clinton,democrat,1075.0,3828
2016,Illinois,IL,Schuyler,Donald Trump,republican,2524.0,3828
2016,Illinois,IL,Scott,Hillary Clinton,democrat,535.0,2608
2016,Illinois,IL,Scott,Donald Trump,republican,1966.0,2608
2016,Illinois,IL,Shelby,Hillary Clinton,democrat,2288.0,11010
2016,Illinois,IL,Shelby,Donald Trump,republican,8229.0,11010
2016,Illinois,IL,Stark,Hillary Clinton,democrat,751.0,2743
2016,Illinois,IL,Stark,Donald Trump,republican,1778.0,2743
2016,Illinois,IL,Stephenson,Hillary Clinton,democrat,7768.0,20343
2016,Illinois,IL,Stephenson,Donald Trump,republican,11083.0,20343
2016,Illinois,IL,Tazewell,Hillary Clinton,democrat,20685.0,64400
2016,Illinois,IL,Tazewell,Donald Trump,republican,38707.0,64400
2016,Illinois,IL,Union,Hillary Clinton,democrat,2402.0,8537
2016,Illinois,IL,Union,Donald Trump,republican,5790.0,8537
2016,Illinois,IL,Vermilion,Hillary Clinton,democrat,10039.0,30570
2016,Illinois,IL,Vermilion,Donald Trump,republican,19087.0,30570
2016,Illinois,IL,Wabash,Hillary Clinton,democrat,1151.0,5464
2016,Illinois,IL,Wabash,Donald Trump,republican,4047.0,5464
2016,Illinois,IL,Warren,Hillary Clinton,democrat,2987.0,7807
2016,Illinois,IL,Warren,Donald Trump,republican,4275.0,7807
2016,Illinois,IL,Washington,Hillary Clinton,democrat,1448.0,7427
2016,Illinois,IL,Washington,Donald Trump,republican,5571.0,7427
2016,Illinois,IL,Wayne,Hillary Clinton,democrat,1048.0,8261
2016,Illinois,IL,Wayne,Donald Trump,republican,6967.0,8261
2016,Illinois,IL,White,Hillary Clinton,democrat,1412.0,7335
2016,Illinois,IL,White,Donald Trump,republican,5640.0,7335
2016,Illinois,IL,Whiteside,Hillary Clinton,democrat,11035.0,25582
